   5.9814732         17.5           15           15 
  -3.2851249    17.500443    15.001755    15.005816 
  -76.041335    17.500853    15.003302    15.010902 
  -106.53513    17.500502    15.003921    15.015004 
   28.611094    17.499086    15.004909    15.018566 
   2.2971744    17.497957    15.005956    15.022658 
   11.953019     17.49685    15.007117    15.027751 
  -14.181647    17.495863    15.007828    15.032899 
   11.758755    17.494734    15.008467    15.038143 
  -65.048027    17.493722    15.009688    15.042657 
  -74.234784     17.49206    15.011352    15.047153 
  -63.159764    17.489656    15.013183     15.05191 
   38.731469     17.48662    15.015518    15.056302 
  -63.121415    17.483971    15.017539    15.060978 
  -39.760084    17.480692     15.01953    15.066058 
  -9.9972221    17.477014     15.02198    15.070333 
  -93.125941    17.473237    15.024002    15.075211 
  0.83475763    17.468528    15.025839    15.079558 
  -32.556157    17.463828     15.02818    15.083769 
 -0.11322791    17.458802    15.029934    15.088066 
  -41.482125    17.453775    15.031095    15.093113 
  -39.633083    17.448333    15.031809    15.097714 
   38.882056    17.442495    15.033013    15.102482 
  -89.937429    17.437046    15.033736    15.108012 
   -32.12244    17.430697    15.034283    15.113404 
  -76.293141    17.424027    15.034501    15.118675 
  -46.446845    17.416595    15.034628     15.12402 
  -82.756077    17.408697    15.035707      15.1289 
  -48.249546    17.399972    15.037837    15.134101 
  -54.015285    17.390765    15.038875    15.139376 
  -43.593791    17.381018    15.040006    15.144318 
  -1.2150383    17.370834    15.040933    15.148776 
   36.189645    17.360639    15.041236    15.153593 
    -52.6796    17.350805    15.040904    15.158725 
   24.019071    17.340444    15.040139    15.164511 
   4.5123134    17.330324    15.039931    15.169927 
  -77.859309    17.320249    15.039941    15.175697 
  -21.041714    17.309395     15.04017     15.18068 
  -17.059272    17.298331    15.041267    15.185921 
  -18.349664    17.287096    15.042818    15.191159 
  -72.170986    17.275678    15.045216    15.195895 
   9.3204205    17.263538    15.047086    15.200304 
   -17.65735    17.251491    15.049487    15.204336 
   1.7414645    17.239268    15.051712    15.207849 
   20.734146    17.227062    15.054156    15.211768 
  -15.826551    17.215063    15.056779    15.215002 
  -91.216583    17.202906    15.059257    15.218358 
   8.6955814    17.189837    15.061444    15.221727 
   18.107559    17.176855    15.062885    15.225058 
   43.784568    17.164054    15.064798    15.228447 
   -55.81242    17.151691    15.066282    15.231273 
  -3.4999301     17.13877    15.067611    15.235019 
  -47.751455    17.125814    15.068882    15.239057 
   22.287694     17.11238    15.069338    15.242851 
  -19.125765    17.099169    15.069811    15.246703 
    51.90184    17.085767    15.069659    15.250539 
  -9.0308013    17.072883    15.069486    15.254434 
  -22.998242     17.05991    15.069272    15.259103 
   96.706109    17.046707    15.069083    15.264139 
  -49.082466     17.03447    15.068292    15.268535 
   15.039855    17.021743    15.067625     15.27265 
  -88.392743    17.009166    15.067141    15.276347 
  -3.8836286    16.995705    15.067154     15.27921 
  -12.627311    16.982206    15.067169    15.281674 
  -12.504014     16.96858    15.067067    15.283976 
   4.9550773    16.954829    15.067075    15.286626 
   -30.18686    16.941128    15.067326    15.289241 
  -66.339178    16.927125    15.067406    15.292235 
  -49.929285    16.912458    15.067566    15.295051 
   4.8063374    16.897292    15.068145    15.297889 
   12.610016    16.882174    15.068238    15.301622 
  -8.4649006    16.867183    15.067488    15.305723 
   19.954556    16.852106    15.065751     15.30993 
  -9.8404343    16.837229    15.063274    15.312995 
   -46.03847    16.822254    15.061304    15.317059 
   26.054577    16.806818     15.05975    15.320823 
   -33.93991    16.791643    15.058919    15.323909 
  -58.691301    16.776129    15.057877    15.327278 
   5.1896218    16.760028    15.057043    15.331211 
  -11.442761    16.743978    15.056614    15.334685 
    42.21038    16.727814    15.055404    15.337887 
  -7.5761546    16.712072     15.05452    15.340318 
   -53.72748    16.696255    15.053685    15.343007 
  -65.752142      16.6799    15.052687    15.346248 
  -32.426373    16.662888    15.051542    15.349318 
  -18.944541    16.645551    15.049814    15.351863 
  -7.5875418    16.628025      15.0483      15.3543 
  -79.490609    16.610423    15.046502    15.356494 
   35.744516    16.592026    15.044755    15.358696 
   11.965752    16.573987    15.042507    15.361459 
   19.668025    16.556067    15.040455    15.363556 
   -44.84416    16.538344    15.038795    15.366062 
  -21.113263    16.520172    15.036873     15.36877 
   9.9089352     16.50179    15.035959    15.371765 
   24.067762    16.483506    15.035411    15.374631 
   83.431821    16.465463    15.034287     15.37859 
  -3.8298854    16.448255    15.032744    15.381769 
   63.337588    16.431008    15.030863    15.384704 
   80.529146    16.414394    15.028369    15.387859 
   32.172299    16.398586    15.025818    15.391121 
   107.52892      16.3831     15.02316    15.394379 
   7.2489585    16.368688    15.020381    15.397752 
   17.972501     16.35435    15.017246    15.401443 
   116.57183    16.340191    15.013022    15.405447 
   63.934429    16.327197    15.008535     15.41021 
   105.37716    16.314843    15.003841    15.414459 
  -41.997532    16.303543    14.998644     15.41838 
  -6.8435205    16.291823    14.993205    15.422839 
  -23.384843    16.280035    14.988383    15.427924 
   3.5583297    16.268012    14.984121    15.433089 
   47.258441    16.256025    14.979807    15.437759 
   76.594845    16.244511    14.974811    15.442201 
  -40.314651    16.233763    14.969643    15.446564 
   14.722812    16.222612    14.964551    15.450176 
   2.9944705    16.211607    14.959449    15.453279 
  -66.453626    16.200633    14.954834    15.456402 
   80.615694    16.188994    14.949564    15.459894 
  -2.4823809    16.178162    14.943933    15.462927 
    18.77392    16.167304    14.938287    15.464962 
    93.99283    16.156634    14.932522    15.466252 
   -15.78054    16.146905    14.926597    15.467315 
  -78.278651    16.137017    14.921018    15.468413 
